size_m2,bedrooms,distance_center,building_age,monthly_rent,premium_area
41,4,2.1,9,3494.59,1
68,5,17.55,9,3896.66,0
47,5,8.16,9,3097.46,1
101,1,21.39,10,3739.36,0
130,4,1.69,2,8714.81,1
86,3,1.7,18,5455.28,1
136,5,23.41,15,6800.94,1
74,3,6.87,37,3365.96,0
111,3,13.23,14,5934.64,1
82,3,17.12,37,3367.85,0
99,1,5.39,17,5348.18,1
84,2,4.02,39,4447.67,0
90,5,8.51,25,5770.4,1
111,3,17.08,11,5684.06,1
88,3,15.41,36,3403.37,0
69,3,22.73,36,1786.65,0
120,5,18.87,38,6180.48,1
83,3,15.58,18,3438.74,1
114,4,17.95,2,6464.11,1
90,5,18.81,6,5178.47,1
141,5,13.21,25,8243.12,1
71,4,0.81,21,4862.7,1
147,3,22.56,15,7149.59,1
48,3,15.77,22,1532.82,0
117,4,11.09,17,6576.23,1
133,1,9.25,31,6491.75,1
89,2,23.22,21,2763.59,0
148,4,1.13,0,10604.9,1
26,5,9.67,34,1563.57,0
106,2,16.33,13,5048.09,0
98,5,3.95,21,6599.59,1
149,4,19.69,36,7529.7,1
74,5,0.94,8,5761.27,1
134,1,11.47,35,6293.9,1
118,4,9.01,36,6269.0,1
126,5,11.45,37,7222.6,1
124,3,17.16,11,6692.66,1
99,2,14.05,33,4361.56,0
129,4,4.6,24,7716.41,1
45,4,1.09,23,3691.78,1
30,4,5.53,30,1860.3,0
105,5,17.96,7,5926.63,1
26,3,5.46,5,1868.56,1
32,5,20.14,10,1200.0,0
93,4,17.28,0,4939.24,1
95,2,9.22,20,4831.69,1
58,2,4.03,0,3262.58,0
115,3,1.53,37,7069.77,1
113,3,13.04,9,6140.24,1
56,3,2.73,6,3754.3,0
86,2,8.47,13,4860.4,1
134,4,4.16,17,8710.74,1
75,5,10.24,33,4151.62,1
90,4,23.15,24,3327.4,0
25,3,7.94,19,1200.0,0
116,1,3.71,26,6130.79,1
105,3,18.44,31,4492.84,0
98,3,9.7,3,5712.75,1
60,2,16.93,27,1979.88,0
139,1,17.97,28,6303.55,0
37,3,23.6,33,1200.0,0
88,2,3.1,1,5531.59,1
85,1,21.71,21,2418.11,0
76,4,11.7,38,3669.34,0
40,2,12.5,25,1200.0,0
49,2,5.66,16,2808.12,0
61,2,0.79,9,3994.95,0
98,1,5.71,35,4669.79,1
106,3,9.35,21,5980.97,1
82,2,21.1,23,2303.17,0
38,3,17.59,26,1200.0,0
75,3,9.35,1,4669.44,0
61,3,14.21,31,2259.02,0
149,3,21.58,29,6534.39,1
147,5,12.71,19,8498.42,1
55,2,15.5,33,1386.25,0
